content,labels
还 行 买 紧身 点 服务 还 行 ,客服态度好
还 行 做工 不是 非常 细致 ,做工粗糙
还 行 刚好 合适 ,尺码合适
还 行 双十一 用 卷 买 ,优惠活动
还 行 ,整体满意度佳
还 行 棉 应该 暴 晒 没 事 物流 赞 棒棒哒 ,配送快
还 行 九九 买 ,整体满意度佳
还 行 一般 ,整体满意度中
还 行 不 塑 胸 有点 掉毛 ,掉毛
不是 很 满意 ,整体满意度差
还 行 味道 一般 ,整体满意度佳
还 行 孩子 很 喜欢 ,整体满意度佳
还 行 就是 感觉 布料 有点 薄 ,偏薄
还 行 就是 拍 大了 码 有点 无奈 ,偏大
还 行 就是 气味大 ,气味问题
还 行 就是 穿 高 帮 球鞋 略 短 只 高 出 一点点 红色 看不到 标志 ,偏短
还 行 应该 是 正品 快递 很 快 刚 收到 有点味 道 ,原装正品
还 行 感觉 物有所值 ,性价比高
还 行 挺 好的 ,整体满意度佳
还 行 客服 回复 太 慢 ,回复速度慢
还 行 是 正品 没 毛病 就是 不知道 不适合 学生 穿 今天 刚 到 很 ,原装正品
还 行 有点 小 ,偏小
还 行 有点 瑕疵 ,瑕疵
还 行 有点 瑕疵 总体 还 不错 等 实战 再来 追评 ,瑕疵
还 行 有点 漏胶 ,溢胶
还 行 有点 短 ,偏短
还 行 比较 实惠 挺 舒服 就是 客服 说话 有点 死板 不 太 舒服 ,性价比高
还 行 比较 实惠 挺 舒服 就是 客服 说话 有点 死板 不 太 舒服 ,舒适度佳
还 行 比较 透气 ,透气
还 行 毕竟 价格 在 尺码 偏小 ,偏小
还 行 毕竟 价格 在 尺码 偏小 味道 大 ,气味问题
还 行 没有 图片 里 效果 好 留 着 跑步 带 ,与详情页不一致
还 行 物流 速度 一般 鞋子 日本 满意 价钱 可以 鞋子 很 轻 ,性价比高
还 行 物流 速度 一般 鞋子 日本 满意 价钱 可以 鞋子 很 轻 ,轻巧轻便
还 行 物流 速度 一般 鞋子 日本 满意 价钱 可以 鞋子 很 轻 ,配送慢
还 行 胶水 露 ,溢胶
还 行 鞋子 很 轻 有 踩 屎 感 就是 塑胶 味 太 大了 ,轻巧轻便
还 行 鞋子 很 轻 有 踩 屎 感 就是 塑胶 味 太 大了 ,气味问题
还 行 ,整体满意度佳
还 行 ,整体满意度佳
还 行 ,整体满意度佳
还 行 ,整体满意度佳
还 行 穿 透气 ,透气
还 行 容易 皱 内衬 不会 卷 边 好评 ,褶皱
还 行 大小 合适 耳机线 研究 半天 问 客服 解决 ,尺码合适
还 行 太 薄 ,偏薄
还 行 好看 ,颜色外形美观
还 行 好用 ,好用
还 行将 就 穿 ,整体满意度佳
还 行 就是 偏小 ,偏小
还 行 就是 好 小 ,偏小
还 行 就是 好 小 ,整体满意度佳
还 行 就是 小了 点 ,偏小
还 行 就是 小了 点 ,整体满意度佳
还 行 就是 冷 ,整体满意度佳
还 行 就是 有点 热 ,整体满意度佳
还 行 就是 有点 皱 ,褶皱
还 行 就是 有点 透 ,整体满意度佳
还 行 就是 气味 太 大 ,气味问题
还 行 就是 没有 弹性 ,弹性差
还 行 就是 物流 很 慢 ,配送慢
还 行 就是 闻 到 大 ,气味问题
还 行 应该 是 正品 ,原装正品
还 行 应该 是 正品 就是 比 想像 中 小 ,原装正品
还 行 弹力 一般 ,整体满意度佳
还 行 很 喜欢 ,整体满意度佳
还 行 快 ,整体满意度佳
还 行 才 开始 会 有点 硬 习惯 就 好 ,偏硬
还 行 把 ,整体满意度佳
还 行 挺 好的 ,整体满意度佳
还 行 挺 好的 很 合身 ,尺码合适
还 行 挺 好看 ,颜色外形美观
还 行 挺 舒服 ,舒适度佳
还 行 挺 舒服 ,舒适度佳
还 行 是 ,整体满意度佳
还 行 是 正品 味道 也 不 重 脚 大的 可以 送 鞋带 ,原装正品
还 行 有点 小 瑕疵 裤子 很 棒 ,瑕疵
还 行 有点 紧 ,整体满意度佳
还 行 有点 鲜艳 很 轻 ,轻巧轻便
还 行 有点 鲜艳 很 轻 ,整体满意度佳
还 行 没 异味 ,无异味
还 行 没 异味 ,整体满意度佳
还 行 没有 想象 中 厚 ,偏厚
还 行 没 毛病 ,整体满意度佳
还 行 物流 很 差 懒 都 不 送到 家里 自己 去 拿 ,未送货上门
还 行 物流 很 快 ,配送快
还 行 点 ,偏短
还 行 码 不大 ,整体满意度佳
还 行 穿 天 只能 说 鞋子 真的 是 窄 ,偏窄
还 行 穿着 很 舒服 ,舒适度佳
还 行 穿着 有点 生 硬 ,偏硬
还 行 穿着 有点 生 硬 ,整体满意度佳
还 行 穿着 没 想象 舒服 ,舒适度欠佳
还 行 质量 可以 ,做工优良
还 行 还 不错 ,整体满意度佳
还 行 还 行 ,整体满意度佳
还 行 送 人 ,整体满意度佳
还 行 鞋 有点 厚 ,偏厚
还 装 作 无所谓 样子 ,设计好
还要 买 ,意向顾客
还要 再买 ,意向顾客
还要 再买 ,意向顾客
还要 在 入 其他 款 ,意向顾客
还 让我 给 评价 服务 ,客服态度差
还 说 不是 派 件 范围 ,范围无法覆盖
还 说 易 干 特殊 材料 ,材质欠佳
还 说 是 专业 彪马 ,描述业务
还 说 都 是 上门 取 件 ,未送货上门
还 说是 不是 买 到 假货 ,正品与否
还 赠 帽子 ,促销赠品
还 赠送 文件 袋 ,促销赠品
还 赶 不 上 包裹性 都 没有 ,包裹性差
还 越南 产 ,产地信息
还 便宜 ,性价比高
还 脏 ,描述耐脏
还 送 帽子 ,促销赠品
还 送 东西 ,促销赠品
还 送 东西 谢谢 ,促销赠品
还 送 小 袋子 ,促销赠品
还 送 套 ,促销赠品
还 送 套 ,促销赠品
还 送 帽子 ,促销赠品
还 送 件 ,促销赠品
还 送 袜子 赠品 也 是 顺丰快递 ,促销赠品
还 送 专柜 袋子 ,促销赠品
还 送 围脖 ,促销赠品
还 送 帽子 ,促销赠品
还 送 套 ,促销赠品
还 送 伞 ,促销赠品
还 送 围脖 好评 ,促销赠品
还 送 礼物 ,促销赠品
还 送 手 提 贷 ,促销赠品
还 送 杯子 ,促销赠品
还 送 杯子 天 刚 买 过 杯子 ,促销赠品
还 送 毛巾 ,促销赠品
还 送 礼品 ,促销赠品
还 送 礼物 很 喜欢 ,促销赠品
还 送 套 ,促销赠品
还 送 腰带 ,促销赠品
还 送 袜子 ,促销赠品
还 送 赠品 ,促销赠品
还 送 赠品 ,期待赠品
还 透气 ,透气
还 速干 ,速干
还 闭 屏 差评 ,整体满意度差
还 闷 脚 ,闷气
还 附 发票 ,发票问题
还 附带 赠品 ,促销赠品
还 难 穿 ,穿脱困难
还 非常 舒服 ,舒适度佳
还 非常 轻 ,轻巧轻便
还 顺丰 送货上门 ,配送快
还 骚气 ,颜色外形美观
也 非常 合适 ,尺码合适
件 特别 长 ,偏长
是 肯定 商家 服务 ,客服态度好
偏小 ,偏小
款 也 是 又 短 又 肥 ,偏短
款 很 满意 ,整体满意度佳
款 鞋 非常 舒服 ,舒适度佳
特别 喜欢 ,整体满意度佳
穿 草 走路 贼 舒服 ,舒适度佳
不是 掺 假 不 信 ,正品与否
不是 明 摆 作 怪 ,整体满意度差
不是 跟 开玩笑 么 ,整体满意度差
不是 重点 ,描述差评
不错 ,整体满意度佳
欧 美 人 脚 有关 ,颜色外形美观
天 刚好 降温 ,尺码合适
天 就是 稍微 有点 厚 ,偏厚
天 又 通知 让我 退货 ,退换货
买了 衣服 都 不错 物有所值 ,性价比高
价格 买 到 开心 ,性价比高
都 有点 大了 ,偏大
海绵 有点 点 厚 穿 起来 有 e 大小 ,偏厚
非常 合适 ,尺码合适
正好 ,尺码合适
也 正好 ,尺码合适
居然 有点 小 挤 ,偏小
硬 说 看 不 出来 ,偏硬
码 穿 脱 有点 困难 ,穿脱困难
号 合适 ,尺码合适
大了 不止 圈 ,偏大
星 是 给 快递 ,快递态度差
一般 ,整体满意度中
一般 ,整体满意度中
上身 真的 太 好看 ,版型不错
不是 单 ,描述差评
不是 很 建议 买 ,整体满意度差
不行 应该 是 高仿 ,正品与否
不错 ,整体满意度佳
东西 双十一 价格 太 优惠 ,优惠活动
东西 真假 ,正品与否
也 合适 ,尺码合适
也 穿 特 合适 ,尺码合适
买 也 很 合适 ,尺码合适
买 太 大了 ,偏大
价 不 值 ,性价比低
价 买 安 德 肯定 比 好 ,性价比低
价 买 真是 完美 ,整体满意度佳
价位 东西 还是 不 太 满意 ,性价比低
价位 东西 还是 不 太 满意 ,整体满意度差
价位 买 到 这样 还是 很 不错 ,性价比高
价位 买 耐克 篮球 鞋 ,性价比高
价位 值 ,性价比高
价位 很 实惠 ,性价比高
价位 比较 值 ,性价比高
价位 算是 很 划算 ,性价比高
价位 裤子 不 应该 有 味道 ,气味问题
价位 能 买 到 好的 很 意外 ,性价比高
价位 还 可以 ,整体满意度佳
价位 还是 牌子 ,性价比高
价位 质量 挺 好 ,做工优良
价格 不 值得 ,性价比低
价格 不错 质量 比 想象 中 好 ,做工优良
价格 也 不能 要求 太 多 ,性价比高
价格 也 值得 ,性价比高
价格 也 太 坑 ,性价比低
价格 买 太 划算 ,性价比高
价格 买 衣服 很 值 ,性价比高
价格 买 到 很 值 ,性价比高
价格 买 到 很 超 值 开心 ,性价比高
价格 买 到 牌子 ,性价比高
价格 买 到 件 衣服 真 不错 ,性价比高
价格 买 只是 耐克 商标 价值 ,性价比低
价格 值 ,性价比高
价格 入手 ,性价比高
价格 划算 ,性价比高
价格 太 值 ,性价比高
价格 实惠 ,性价比高
价格 已经 很 值 ,性价比高
价格 已经 是 挺 实惠 ,性价比高
价格 很 值 ,性价比高
价格 很 划算 ,性价比高
价格 很 划算 ,性价比高
价格 感觉 还是 挺 值得 ,性价比高
价格 抢到 太 划算 ,性价比高
价格 挺 划算 也 没 起球 ,性价比高
价格 有点 贵 ,性价比低
价格 真心 实惠 ,性价比高
价格 真是 实惠 ,性价比高
价格 真是 超 值 ,性价比高
价格 真的 很 值得 主要 顺丰 到 ,性价比高
价格 真的 贵 ,性价比低
价格 确实 很 值 ,性价比高
价格 能 买 到 比较 实惠 ,性价比高
价格 能 买 到 产品 真的 是 很 划算 ,性价比高
价格 超 值 ,性价比高
价格 超 划算 ,性价比高
价格 还 凑合 做工 不够 细 ,做工粗糙
价格 还是 很 不错 ,性价比高
价格 还 算 可以 快递 是 真的 快 ,配送快
价格 裤子 还是 加 版 有 层 薄薄的 绒 ,偏厚
价格 裤子 还是 加 版 有 层 薄薄的 绒 ,性价比高
价格 首先 不 值 ,性价比低
价 贵 ,性价比低
价钱 不 值 ,性价比低
价钱 不错 就是 有点 褶 ,性价比高
价钱 不错 就是 有点 褶 ,褶皱
价钱 也 值 ,性价比高
价钱 买 赚 到 ,性价比高
价钱 买 好的 裤子 太 不 容易 ,性价比高
价钱 很 值 ,性价比高
价钱 有点 小贵 ,性价比低
价钱 有点 贵 ,性价比低
价钱 比 代购 都 便宜 ,性价比高
价钱 比较 值 ,性价比高
价钱 确实 有点 贵 ,性价比低
价钱 超 值 ,性价比高
价钱 还是 值得 ,性价比高
便宜 很多 ,性价比高
假 ,正品与否
偏大 ,偏大
做工 不是 太 满意 ,做工粗糙
做工 质量 ,做工优良
健身 衣 帅 ,设计好
内衣 买 偏小 ,偏小
内裤 特别 舒服 ,舒适度佳
可以 暖暖 过 ,保暖
到 最 快 ,配送快
有点 点 大 ,偏大
包 包 还 不错 ,整体满意度佳
包 很 薄 ,偏薄
却 非常 合身 腰带 长度 也 正好 ,尺码合适
厚度 到 过度 穿 刚刚 好 ,偏厚
厚度 到 过度 穿 刚刚 好 ,尺码合适
厚度 能 穿 ,偏厚
双十一 不到 ,优惠活动
双十一 买 东西 都 好 值 ,性价比高
可以 改进 ,整体满意度佳
可以 理解 ,整体满意度佳
可以 ,整体满意度佳
号 不错 ,整体满意度佳
号 刚刚 好 ,尺码合适
号 怎么 比 其他 品牌 小 多 ,偏小
号 明显 大 ,偏大
味道 不好 闻 有 种 西瓜 味 口 香 糖 感觉 个人 不是 很 喜欢 ,气味问题
味道 实在 欣赏 不 来 ,气味问题
型 太 好 ,版型不错
外套 适合 春秋 穿 穿 有点 厚 ,偏厚
天气 穿 起 很 舒服 ,舒适度佳
天 穿 上 配 背心 多 好看 ,颜色外形美观
天 穿 有点 骗 感觉 ,偏厚
天 穿 还是 很 适合 ,描述适合
太 大了 ,偏大
好 ,整体满意度佳
好的 没话说 ,整体满意度佳
好看 特别 喜欢 ,颜色外形美观
好看 尺寸 棒 棒 ,尺码合适
好看 尺寸 棒 棒 ,颜色外形美观
好 穿 面料 舒适 ,材质佳
好 舒服 ,舒适度佳
季节 略 薄 ,偏薄
客服 推荐 真是 草 狗 ,业务知识欠缺
客服 满满 敷衍 ,客服态度差
小了 ,偏小
尺码 偏小 ,偏小
尺码 合适 ,尺码合适
尺码 正好 ,尺码合适
尺码 正好 ,尺码合适
差价 也 太 快 ,商家补偿
差评 ,整体满意度差
差评 是 给 导购员 ,整体满意度差
布料 ,材质欠佳
布料 毛 领 真的 是 不如 ,材质欠佳
帽子 该 怎么 清洗 ,清洁保养
底子 不 耐磨 推荐 白色 款 ,不耐磨
店 服务 特别 差 ,客服态度差
很 不满 意 ,整体满意度差
很 合适 ,尺码合适
很大 号 ,偏大
很 好 ,整体满意度佳
很 棒 ,整体满意度佳
很 硬 ,偏硬
必须 给 赞 ,整体满意度佳
快递 好 ,配送快
快递 好 ,快递态度好
快递 飞速 简直 鞋子 也 很 好看 给 弟弟 买 超 棒 ,颜色外形美观
快递 飞速 简直 鞋子 也 很 好看 给 弟弟 买 超 棒 ,配送快
感觉 有点 小 ,偏小
很 喜欢 ,整体满意度佳
戴 着 最 舒服 ,舒适度佳
按 尺寸 买 刚刚 好 正 合适 ,尺码合适
挺 好的 ,整体满意度佳
掉毛 ,掉毛
摁 压 头 质量 也 太 差 ,做工粗糙
料子 有点 薄 ,偏薄
料子 难以 想象 卖 九九 ,材质欠佳
时候 穿 比较 保暖 ,保暖
是 款 ,偏短
是 凑 价格 买 ,性价比高
是 很 薄 ,偏薄
是 正品 ,原装正品
是 真的 薄 ,偏薄
最好 ,整体满意度佳
有点 偏 欧 美 码 偏大 ,偏大
有点 厚 ,偏厚
有点 大 ,偏大
有点 小 额 罩 不 住 ,偏小
有点 小 厚 ,偏厚
有点 短 ,偏短
有的 薄 ,偏薄
棒 ,整体满意度佳
款型 适合 脖子 穿 ,描述适合
款式 也 很 好看 选 号 ,设计好
款式 很 好看 ,设计好
款式 还 行 ,设计好
款 穿 起来 稍微 有点 宽松 ,宽松
正 合 心意 ,尺码合适
比 买 偏大 ,偏大
比 平时 大一号 ,偏大
比较 薄 ,偏薄
版型 对 有 嵌 甲 人 有点 不 友好 ,版型不错
牌子 已经 第二次 购买 ,意向顾客
牌子 内裤 特别 舒服 ,舒适度佳
牌子 文胸 是 穿过 最 舒适 ,舒适度佳
牌子 衣服 做工 好 ,做工优良
牌子 衣服 性价比 蛮 好的 ,性价比高
牌子 鞋底 耐磨 ,耐磨
牌子 鞋 很 轻 ,轻巧轻便
物流 好 快 ,配送快
物流 很 快 就 到 ,配送快
特别 棒 ,整体满意度佳
略 硬 胜 在 便宜 ,性价比高
白色 最 漂亮 ,颜色外形美观
相比之下 要 轻 很多 ,轻巧轻便
真 便宜 ,性价比高
真是 太 好看 物流 超 快 一天 就 到 ,颜色外形美观
真是 太 好看 物流 超 快 一天 就 到 ,配送快
真的 做工 不行 ,做工粗糙
真的 好看 ,颜色外形美观
真的 差 ,整体满意度差
真 舒服 ,舒适度佳
短裤 很 合适 ,尺码合适
码 刚好 ,尺码合适
码 刚好 合适 ,尺码合适
码 号 正好 ,尺码合适
码 合适 ,尺码合适
码 大 ,偏大
码子 偏小 ,偏小
码 挺 合适 ,尺码合适
码数 刚刚 好 ,尺码合适
码数 款型 肩膀 人 穿 起来 很 合适 ,尺码合适
码 有 偏小 ,偏小
码 正好 ,尺码合适
码 穿着 正好 ,尺码合适
码 还 大大 ,偏大
码 还是 合适 ,尺码合适
确实 磨脚 ,磨脚
穿 上 总是 磨 来 磨 去 ,磨脚
穿 比较 麻烦 ,穿脱困难
穿着 手指 头 ,偏大
穿着 没有 运动 胸 衣 包裹 感 ,包裹性差
穿 脱 不是 一般 难 ,穿脱困难
穿 起来 刚好 合适 ,尺码合适
穿 起来 好 麻烦 得 感觉 ,穿脱困难
鞋 在 这家 买 正品 ,原装正品
简直 舒服 ,舒适度佳
粉 图片 显示 不一样 ,与详情页不一致
系列 很 舒服 买了 色 无限 回购 中 ,舒适度佳
系列 很 舒服 买了 色 无限 回购 中 ,意向顾客
聚划算 活动 还是 很 值 ,优惠活动
聚拢 效果 很 好 ,版型不错
舒服 料子 软 ,柔软
舒适度 还是 不错 ,舒适度佳
色差 非常 大 ,有色差
衣服 上身 一般 ,版型一般
衣服 偏大 偏长 有点 透 ,偏大
衣服 偏大 偏长 有点 透 ,偏长
衣服 可 凉快 ,透气
衣服 好像 是 正品 ,原装正品
衣服 很 不错 ,整体满意度佳
衣服 很 舒服 ,舒适度佳
衣服 很 薄 ,偏薄
衣服 有点 薄 ,偏薄
衣服 比 正常 至少 码 ,偏大
衣服 超 好的 ,整体满意度佳
衣服 还 可以 ,整体满意度佳
衣服 配 牛仔 裙 牛仔 短裤 都 超 美 ,颜色外形美观
裤腿 有点 松 ,偏松
裤 裤 质量 是 不错 ,做工优良
质量 好 ,做工优良
质量 最 多 给 中 评 ,整体满意度中
超级 好看 ,颜色外形美观
超级 薄 ,偏薄
运动 内衣 很 薄 ,偏薄
还 不错 ,整体满意度佳
还 可以 ,整体满意度佳
还 好 ,整体满意度佳
还 挺 合适 ,尺码合适
还 比较 好看 ,颜色外形美观
送 来 味道 有点 官网 记得 没有 异味 ,气味问题
适合 瑜 伽 用 ,描述适合
选择 码 刚刚 好 ,尺码合适
速度 确实 快 ,配送快
长度 更 适合 ,描述适合
长度 正好 ,尺码合适
问题 没 理 ,回复速度慢
非常 值 ,性价比高
非常 好 ,整体满意度佳
面料 也 很 舒服 ,材质佳
鞋 买了 正好 ,尺码合适
鞋 卡脚 后跟 ,舒适度欠佳
鞋 可以 说是 很 喜欢 就是 鞋 很 宽 ,偏宽
鞋 味道 还是 有点 ,气味问题
鞋子 不是 一般 难 穿 ,穿脱困难
鞋子 尺寸 真的 偏小 ,偏小
鞋子 很 棒 ,整体满意度佳
鞋子 最 失败 地方 就是 码 不对 ,尺码偏差
鞋子 真心 不错 ,整体满意度佳
鞋子 真的 很 好看 好 下 雨 天 一定 不要 穿 ,颜色外形美观
鞋子 码数 整整 小了 码 ,偏小
鞋子 舒服 ,舒适度佳
鞋底 比较 厚 ,厚实
鞋 很 舒服 ,舒适度佳
鞋 感觉 不 真 ,正品与否
鞋 挺 漂亮 ,颜色外形美观
鞋 略 大 一点点 应该 搞 ,偏大
鞋 脚 明显 不舒服 ,舒适度欠佳
鞋 鞋垫 是 真的 舒服 ,舒适度佳
鞋 看起来 挺 舒服 ,舒适度佳
鞋 真的 很 轻 ,轻巧轻便
鞋 码 刚刚 好 看 宝宝 穿 还 蛮 好看 ,尺码合适
鞋 码 刚刚 好 看 宝宝 穿 还 蛮 好看 ,颜色外形美观
鞋 穿 小 ,偏小
鞋 穿 上 磨脚 ,磨脚
鞋 穿 上 非常 不舒服 ,舒适度欠佳
鞋 穿着 很 舒服 做工 略 显 粗糙 整体 还 可以 ,做工粗糙
顺丰 物流 是 真的 快 ,配送快
顺丰 配送 真的 是 差评 ,配送慢
颜色 不错 ,颜色外形美观
颜色 也 不错 ,颜色外形美观
颜色 也 很 满意 ,颜色外形美观
颜色 也 掉毛 ,掉毛
颜色 也 比较 耐脏 ,耐脏
颜色 值得 推荐 ,颜色外形美观
颜色 单 穿 一般 ,颜色外形美观
颜色 太 好看 ,颜色外形美观
颜色 太 好看 男票 穿着 很 好 ,颜色外形美观
颜色 好 亮 ,描述颜色
颜色 好看 ,颜色外形美观
颜色 很 好 搭配 衣服 ,搭配性强
颜色 很 好看 ,颜色外形美观
颜色 很 好 配 衣服 ,颜色外形美观
颜色 很 漂亮 ,颜色外形美观
颜色 很 耐脏 好 搭 衣服 ,耐脏
颜色 很 衬 皮肤 ,显白
颜色 很 适合 穿 ,颜色外形美观
颜色 很 骚气 ,颜色外形美观
颜色 很 喜欢 ,颜色外形美观
颜色 挺 好 ,颜色外形美观
颜色 挺 漂亮 ,颜色外形美观
颜色 比较 特别 ,颜色外形美观
颜色 特别 好看 ,颜色外形美观
颜色 特别 漂亮 ,颜色外形美观
颜色 最 帅 鞋 型 也 很 好 送 人 对方 很 喜欢 好评 ,版型不错
颜色 真的 好好看 低调 骚气 ,颜色外形美观
颜色 穿 上 真的 好好看 ,颜色外形美观
颜色 穿 浅色 衣服 不 透 ,颜色外形美观
颜色 竟然 还有 折扣 ,优惠活动
颜色 纠结 天 要 买 ,颜色外形美观
颜色 耐脏 ,耐脏
颜色 让我 爱 不 手 ,颜色外形美观
颜色 超 好看 ,颜色外形美观
颜色 适合 肤 色 ,描述适合
颜色 适合 肤 色 ,颜色外形美观
颜色 非常 好看 ,颜色外形美观
颜色 非常 漂亮 很 赞 红色 面料 弹性 紧身 ,弹性佳
很 赞 红色 面料 弹性 紧身 ,版型一般
颜色 骚 骚 ,颜色外形美观
马 甲 太 赞 ,整体满意度佳
黑色 显瘦 好看 ,版型不错
黑色 比 其他 颜色 腰身 要 略微 小 合身 ,偏小
黑色 比 其他 颜色 腰身 要 略微 小 合身 ,尺码合适
黑色 质量 挺 好 ,做工优良
不 专业 客服 第一次 遇到 ,业务知识欠缺
低 价格 抢到 赚 到 ,优惠活动
厚 怎么 穿 ,偏厚
网购 第一次 寄丢 东西 ,丢件
还 送 很多 礼品 ,促销赠品
企业 送 点 东西 费劲 ,期待赠品
大牌 子 包装 随便 放 袋子 ,包装简陋
大的 品牌 售后服务 有点 差 ,客服态度差
大的 品牌 怎么 会 有 脚 臭 袜子 ,气味问题
大的 品牌 竟然 寄 掉 ,丢件
大的 品牌 赠品 都 不 送 ,期待赠品
大的 店 这样 服务 真的 让 人 ,客服态度差
小 ,偏小
居然 聚拢 效果 ,版型不错
差劲 售 服务 ,客服态度差
快 ,配送快
招 人 喜欢 颜色 肯定 会 很 满意 ,颜色外形美观
明显 质量 问题 都 装 看不到 ,做工粗糙
机械 化 当 是 机器 不能 改 价 ,回复机械
艳 丽 颜色 ,颜色外形美观
贵 鞋 ,性价比低
轻薄 鞋子 ,轻薄
也 是 太 信赖 牌子 臭 想法 ,气味问题
也 是 有 鸭 子 味道 ,气味问题
不 耐磨 ,不耐磨
鞋子 太 好看 ,颜色外形美观
件 号 才 发货 ,发货慢
件 一般般 ,整体满意度中
件 上身 很 好看 ,版型不错
件 不 太 满意 面料 手感 印花 都 不好 质量 不行 ,做工粗糙
件 不错 ,整体满意度佳
件 也 很 好 ,整体满意度佳
件 也 特 喜欢 ,整体满意度佳
件 保暖 又 清新 ,保暖
件 偏大 ,偏大
件 偏大 号 ,偏大
件 偏大 点 ,偏大
件 偏 薄 ,偏薄
件 刚好 ,尺码合适
件 卫衣 上身 好看 ,版型不错
件 卫衣 比较 厚 ,厚实
件 号码 偏长 点 ,偏长
件 合身 ,尺码合适
件 店 里 一样 ,与实体店一致
件 坠 感 很 好 ,整体满意度佳
件 外套 很 有型 ,版型不错
件 大了 ,偏大
件 好好看 ,颜色外形美观
件 好 想 比 灰色 薄 点 ,偏薄
件 好 穿 也 舒服 ,舒适度佳
件 布料 超级 舒服 ,材质佳
件 很一般 ,整体满意度中
件 很 不错 ,整体满意度佳
件 很 喜欢 ,整体满意度佳
件 很 好看 ,颜色外形美观
件 很 好看 ,颜色外形美观
件 很 好看 ,颜色外形美观
件 很 好看 满意 ,颜色外形美观
件 很 满意 ,整体满意度佳
件 很 漂亮 ,颜色外形美观
件 很 舒服 ,舒适度佳
件 喜欢 ,整体满意度佳
件 拍 错 颜色 ,颜色外形美观
件 挺 划算 ,性价比高
件 是 中国 产 ,产地信息
件 是 真的 好 ,整体满意度佳
件 最 划算 ,性价比高
件 最 合身 ,尺码合适
件 最 大号 还是 略 小了 ,偏小
件 长 ,偏长
件 有点 偏大 ,偏大
件 有点 小 ,偏小
件 比 商店 买 颜色 略微 浅 ,与实体店不一致
件 比 商店 买 颜色 略微 浅 ,描述颜色
件 没有 想象 中 漂亮 ,颜色外形欠佳
件 活动 买 真的 划算 ,优惠活动
件 面料 价格 不 值 ,性价比低
件 真的 摸 着 好 舒服 ,材质佳
件 真的 超 值 很 厚实 不错 刚刚 好 ,厚实
件 真的 超 值 很 厚实 不错 刚刚 好 ,尺码合适
件 真的 超 值 很 厚实 不错 刚刚 好 ,性价比高
件 码 比 买 大 ,行为建议
件 穿 上 挺 帅气 ,设计好
件 穿着 很 舒服 ,舒适度佳
件 穿 脱 稍 困难 ,穿脱困难
件 穿 起来 真的 很 暖和 粉 粉嫩 嫩 ,保暖
件 蓝色 特别 漂亮 ,颜色外形美观
件 衣服 一般 厚 ,偏厚
件 衣服 也 很 厚实 ,厚实
件 衣服 到 手 时 试穿 感觉 大了 ,偏大
件 衣服 发货 比较 慢 ,发货慢
件 衣服 味道 臭 ,气味问题
件 衣服 大 ,偏大
件 衣服 实在 太 差 ,整体满意度差
件 衣服 很 满意 ,整体满意度佳
件 衣服 感觉 码子 偏大 ,偏大
件 衣服 只能 说 衣服 也 不能 掉色 严重 ,掉色
件 衣服 感觉 一般 ,整体满意度中
件 衣服 超 喜欢 ,整体满意度佳
件 衣服 料子 非常 舒服 ,材质佳
件 衣服 有点 感觉 有点 偏小 质量 还 行 ,做工优良
件 衣服 洗 完 感觉 肩 部 有 一点点 缩水 ,缩水
件 衣服 版型 比较 修身 ,版型不错
件 衣服 衣 料 穿 起 相当 舒适 凉快 ,材质佳
件 衣服 衣 料 穿 起 相当 舒适 凉快 ,透气
件 衣服 质量 确实 不 太 好 ,做工粗糙
件 衣服 真的 太 好看 还 很 显瘦 ,版型不错
件 衣服 真的 很 棒 ,整体满意度佳
件 衣服 码子 偏小 ,偏小
件 衣服 简直 太 好看 ,颜色外形美观
件 衣服 美 不要不要的 ,颜色外形美观
件 衣服 还是 挺 薄 ,偏薄
件 衣服 非常 好 ,整体满意度佳
件 衣服 非常 舒服 ,舒适度佳
件 衬衫 线头 有点 多 到 过分 ,线头
件 裙子 特别 好看 ,颜色外形美观
件 超 满意 ,整体满意度佳
件 还 好 没 改 个人 觉得 不 加 绒 还是 穿 合身 点 好 ,尺码合适
件 还 算 满意 ,整体满意度佳
件 还 蛮 厚 ,厚实
件 还 行 ,整体满意度佳
件 颜色 真 喜欢 ,颜色外形美观
件 黑色 有点 一般 ,整体满意度中
价位 最好 穿 牛仔裤 没有 之一 ,尺码合适
价格 不 值 ,性价比低
价格 不错 ,性价比高
价格 买 官方旗舰店 鞋 实惠 ,性价比高
价格 划算 ,性价比高
价格 太 值 ,性价比高
价格 打折 下来 还 不错 ,优惠活动
价格 还是 满意 ,性价比高
价格 还是 挺 满意 ,性价比高
价格 非常 划算 ,性价比高
价钱 买 到 真 好 ,性价比高
价钱 买 来 当 打底 衣 穿 穿 还是 挺 划算 ,性价比高
价钱 配色 也 值 ,性价比高
价 降 得 让我 以 ,价格波动
便宜 占 大了 ,性价比高
做工 ,做工粗糙
做工 不 值 价 ,做工粗糙
做工 太 不 精致 ,做工粗糙
做工 就是 钱 都 高 ,做工粗糙
做工 水 成 这样 信任 就 发 这样 废 物 ,做工粗糙
天 略 厚 ,偏厚
天 真 好 穿 ,整体满意度佳
天 穿 有点 厚 稍微 ,偏厚
天 穿着 挺 暖和 ,保暖
包装 也 是 服 气 ,包装简陋
包裹 脚型 真是 完美 贴合 ,包裹性强
还 大 半个 指头 ,偏大
就 小了 ,偏小
尺码 刚好 ,尺码合适
